entity,tp,fp,fn,precision,recall,f1
pessoa,132,68,101,66.0,56.65236051502146,60.96997690531178
organizacao,198,143,304,58.06451612903226,39.44223107569721,46.97508896797154
tempo,114,34,78,77.02702702702703,59.375,67.05882352941177
local,24,15,24,61.53846153846154,50.0,55.172413793103445
legislacao,198,104,214,65.56291390728477,48.05825242718447,55.46218487394958
jurisprudencia,96,101,89,48.73096446700508,51.891891891891895,50.261780104712045
