entity,tp,fp,fn,precision,recall,f1
pessoa,220,367,90,37.47870528109029,70.96774193548387,49.05239687848383
organizacao,296,588,266,33.4841628959276,52.66903914590747,40.94052558782848
tempo,192,187,46,50.65963060686016,80.67226890756302,62.236628849270666
local,71,233,38,23.355263157894736,65.13761467889908,34.38256658595642
legislacao,253,615,263,29.147465437788018,49.031007751937985,36.5606936416185
jurisprudencia,19,129,191,12.837837837837837,9.047619047619047,10.614525139664805
